,id,name,category,collection,hex,lrv,link
848,V040-2,Pink Gems,Purple,,#eac0dc,60.08,valspar.com//en/colors/browse-colors/independent-retailers/purple/pink-gems-v040-2
849,V074-2,Carousel Purple,Blue,Popular,#bfcde2,60.077,valspar.com//en/colors/browse-colors/independent-retailers/blue/carousel-purple-v074-2
850,3004-6A,Delightful Moon,Yellow,2022 Color Of The Year,#eec58e,60.019,valspar.com//en/colors/browse-colors/lowes/yellow/delightful-moon-3004-6a
851,V016-3,Bonjour,Yellow,,#ffbd15,60.002,valspar.com//en/colors/browse-colors/independent-retailers/yellow/bonjour-v016-3
852,8004-45B,Mount Nirvana,Purple,The Soft Collection,#c6ccd6,60.0,valspar.com//en/colors/browse-colors/lowes/purple/mount-nirvana-8004-45b
853,8002-46B,Carousel Purple,Purple,,#bfcde2,60.0,valspar.com//en/colors/browse-colors/lowes/purple/carousel-purple-8002-46b
854,8002-2B,Pink Ivory,Purple,,#dfc4d8,60.0,valspar.com//en/colors/browse-colors/lowes/purple/pink-ivory-8002-2b
855,8003-31C,Apple Blossom Green,Green,,#cacfb2,60.0,valspar.com//en/colors/browse-colors/lowes/green/apple-blossom-green-8003-31c
856,8003-39B,Artiste,Blue,,#bdd0d0,60.0,valspar.com//en/colors/browse-colors/lowes/blue/artiste-8003-39b
857,7007-24,Heritage Gray,Neutral,The Classic Collection,#d1cbc1,60.0,valspar.com//en/colors/browse-colors/lowes/neutral/heritage-gray-7007-24
858,8006-2C,Wet Concrete,Gray,,#d0cabf,60.0,valspar.com//en/colors/browse-colors/lowes/gray/wet-concrete-8006-2c
859,8002-33C,Frosted Sage,Green,Popular,#b3d3b7,60.0,valspar.com//en/colors/browse-colors/lowes/green/frosted-sage-8002-33c
860,3006-3B,Sweet Lemon,Yellow,"Popular,The Bold Collection",#f8c452,59.946,valspar.com//en/colors/browse-colors/lowes/yellow/sweet-lemon-3006-3b
861,V110-3,Barking Creek,Purple,,#bbcee0,59.85,valspar.com//en/colors/browse-colors/independent-retailers/purple/barking-creek-v110-3
862,V077-2,Scented Soap,Red,,#dbc5d3,59.834,valspar.com//en/colors/browse-colors/independent-retailers/red/scented-soap-v077-2
863,5008-1B,Bay Sands,Neutral,,#d0cbbd,59.826,valspar.com//en/colors/browse-colors/lowes/neutral/bay-sands-5008-1b
864,T663,Happy-Go-Lucky,Blue,The Classic Collection,#bdced5,59.786,valspar.com//en/colors/browse-colors/independent-retailers/blue/happy-go-lucky-t663
865,1006-6B,Fragrant Orchid,Red,,#e0c4cc,59.782,valspar.com//en/colors/browse-colors/lowes/red/fragrant-orchid-1006-6b
866,6003-5C,Mild Evergreen,Green,,#cbcf97,59.743,valspar.com//en/colors/browse-colors/lowes/green/mild-evergreen-6003-5c
867,P109,Baby Boots,Blue,The Classic Collection,#bacedd,59.691,valspar.com//en/colors/browse-colors/independent-retailers/blue/baby-boots-p109
868,V060-3,Fava Bean,Green,,#bcd2a0,59.597,valspar.com//en/colors/browse-colors/independent-retailers/green/fava-bean-v060-3
869,6008-3B,Dakota Trail,Neutral,,#d9c9ab,59.57,valspar.com//en/colors/browse-colors/lowes/neutral/dakota-trail-6008-3b
870,V137-2,Misty Harbor,Blue,,#c4ccd3,59.528,valspar.com//en/colors/browse-colors/independent-retailers/blue/misty-harbor-v137-2
871,P047,Copper Cloud,Orange,The Classic Collection,#f4c092,59.33,valspar.com//en/colors/browse-colors/independent-retailers/orange/copper-cloud-p047
872,V070-2,December Solstice,Blue,,#a9d0e6,59.287,valspar.com//en/colors/browse-colors/independent-retailers/blue/december-solstice-v070-2
873,V019-2,Lime Drop,Yellow,,#ebc746,59.138,valspar.com//en/colors/browse-colors/independent-retailers/yellow/lime-drop-v019-2
874,V048-3,Tulle,Orange,,#f2c196,59.135,valspar.com//en/colors/browse-colors/independent-retailers/orange/tulle-v048-3
875,V035-1,Frosty Snow Cap,Blue,,#b0cee6,59.083,valspar.com//en/colors/browse-colors/independent-retailers/blue/frosty-snow-cap-v035-1
876,V073-2,Periwinkle Dream,Blue,,#b8cce5,59.077,valspar.com//en/colors/browse-colors/independent-retailers/blue/periwinkle-dream-v073-2
877,8004-2B,Hazy Iris,Purple,,#d2c8cd,59.0,valspar.com//en/colors/browse-colors/lowes/purple/hazy-iris-8004-2b
878,8004-26B,Gentle Soul,Green,,#cecbbd,59.0,valspar.com//en/colors/browse-colors/lowes/green/gentle-soul-8004-26b
879,8003-34C,Ocean Froth,Green,,#c1ccc3,59.0,valspar.com//en/colors/browse-colors/lowes/green/ocean-froth-8003-34c
880,8003-42C,Crisp Collar,Blue,,#b7ced6,59.0,valspar.com//en/colors/browse-colors/lowes/blue/crisp-collar-8003-42c
881,8001-40C,Open Book,Blue,,#9ed2e6,59.0,valspar.com//en/colors/browse-colors/lowes/blue/open-book-8001-40c
882,8006-11B,Gray Morn,Gray,,#cacaca,59.0,valspar.com//en/colors/browse-colors/lowes/gray/gray-morn-8006-11b
883,8005-12B,Windy City,Gray,The Soft Collection,#cfc9c8,59.0,valspar.com//en/colors/browse-colors/lowes/gray/windy-city-8005-12b
884,V058-3,Creamy Spinaci,Green,,#cdcd97,58.998,valspar.com//en/colors/browse-colors/independent-retailers/green/creamy-spinaci-v058-3
885,M307,Whiting Cottage,Blue,The Soft Collection,#b2cede,58.986,valspar.com//en/colors/browse-colors/independent-retailers/blue/whiting-cottage-m307
886,4002-7B,Lavender Escape,Purple,,#c6c9db,58.892,valspar.com//en/colors/browse-colors/lowes/purple/lavender-escape-4002-7b
887,4001-9C,Lavender Quartz,Purple,,#dcc1dd,58.787,valspar.com//en/colors/browse-colors/lowes/purple/lavender-quartz-4001-9c
888,3010-2,Sunspark,Yellow,Popular,#ffb801,58.787,valspar.com//en/colors/browse-colors/lowes/yellow/sunspark-3010-2
889,6005-1B,Villa Grey,Neutral,2023 Color Of The Year,#d0c9ba,58.611,valspar.com//en/colors/browse-colors/lowes/neutral/villa-grey-6005-1b
890,V071-1,Serendipity Blue,Blue,,#adcee1,58.606,valspar.com//en/colors/browse-colors/independent-retailers/blue/serendipity-blue-v071-1
891,5007-7B,Lake Breeze,Blue,,#a9d2cc,58.599,valspar.com//en/colors/browse-colors/lowes/blue/lake-breeze-5007-7b
892,4002-9C,Purple Whisper,Purple,,#d5c3e1,58.583,valspar.com//en/colors/browse-colors/lowes/purple/purple-whisper-4002-9c
893,4003-1B,Filtered Shade,Gray,Popular,#cbc9c4,58.446,valspar.com//en/colors/browse-colors/lowes/gray/filtered-shade-4003-1b
894,4006-3A,Silver Dusk,Blue,,#baccd6,58.443,valspar.com//en/colors/browse-colors/lowes/blue/silver-dusk-4006-3a
895,6007-8A,Sonic Lime,Green,,#c5d165,58.431,valspar.com//en/colors/browse-colors/lowes/green/sonic-lime-6007-8a
896,3007-8B,Baked Scone,Yellow,Popular,#dfc69c,58.416,valspar.com//en/colors/browse-colors/lowes/yellow/baked-scone-3007-8b
897,4007-9B,Perfectly Blue,Blue,,#9fd0e7,58.336,valspar.com//en/colors/browse-colors/lowes/blue/perfectly-blue-4007-9b
898,3004-10B,Holmes Cream,Orange,2023 Color Of The Year,#dfc5a9,58.305,valspar.com//en/colors/browse-colors/lowes/orange/holmes-cream-3004-10b
899,V093-2,Golden Retriever,Neutral,,#e0c59b,58.271,valspar.com//en/colors/browse-colors/independent-retailers/neutral/golden-retriever-v093-2
900,3004-1A,Golden Treasure,Yellow,,#ffbd27,58.267,valspar.com//en/colors/browse-colors/lowes/yellow/golden-treasure-3004-1a
901,V045-2,Word of Mouth,Orange,,#f3be9b,58.213,valspar.com//en/colors/browse-colors/independent-retailers/orange/word-of-mouth-v045-2
902,3002-10B,Wheat Toast,Neutral,,#dec5a7,58.171,valspar.com//en/colors/browse-colors/lowes/neutral/wheat-toast-3002-10b
903,V038-2,Lively Lilac,Purple,,#d9c1e0,58.145,valspar.com//en/colors/browse-colors/independent-retailers/purple/lively-lilac-v038-2
904,3001-4A,Almond Butter,Orange,,#f5be86,58.049,valspar.com//en/colors/browse-colors/lowes/orange/almond-butter-3001-4a
905,M118,Café Au Lait,Neutral,The Natural Collection,#dbc6a8,58.007,valspar.com//en/colors/browse-colors/independent-retailers/neutral/cafe-au-lait-m118
906,8004-44B,Snow Flurries,Purple,,#bdc9d9,58.0,valspar.com//en/colors/browse-colors/lowes/purple/snow-flurries-8004-44b
907,8003-4B,Rose Sugar,Red,,#dec1bf,58.0,valspar.com//en/colors/browse-colors/lowes/red/rose-sugar-8003-4b
908,8002-14B,Peanut,Orange,,#f0bf9b,58.0,valspar.com//en/colors/browse-colors/lowes/orange/peanut-8002-14b
909,8003-28C,Archisa,Green,,#cfcaa7,58.0,valspar.com//en/colors/browse-colors/lowes/green/archisa-8003-28c
910,8004-37B,Milky Way,Blue,The Soft Collection,#bfcbcd,58.0,valspar.com//en/colors/browse-colors/lowes/blue/milky-way-8004-37b
911,8002-45B,Blue Prism,Blue,,#b6cce0,58.0,valspar.com//en/colors/browse-colors/lowes/blue/blue-prism-8002-45b
912,8002-40C,Gossamer Threads,Blue,,#96d2e5,58.0,valspar.com//en/colors/browse-colors/lowes/blue/gossamer-threads-8002-40c
913,8006-12B,Elephant in the Room,Gray,,#cac8cb,58.0,valspar.com//en/colors/browse-colors/lowes/gray/elephant-in-the-room-8006-12b
914,2001-4B,Tulip Petal,Red,,#ebbdbe,57.93,valspar.com//en/colors/browse-colors/lowes/red/tulip-petal-2001-4b
915,6002-3B,Paris Mint,Green,,#cecaa4,57.892,valspar.com//en/colors/browse-colors/lowes/green/paris-mint-6002-3b
916,4002-1A,Modest Silver,Gray,,#cec7c4,57.811,valspar.com//en/colors/browse-colors/lowes/gray/modest-silver-4002-1a
917,M156,Dune View,Neutral,The Natural Collection,#e6c298,57.8,valspar.com//en/colors/browse-colors/independent-retailers/neutral/dune-view-m156
918,5003-9C,Infinity Pool,Blue,,#91d2e4,57.751,valspar.com//en/colors/browse-colors/lowes/blue/infinity-pool-5003-9c
919,3005-10B,Gardenia,Yellow,,#dac5a8,57.723,valspar.com//en/colors/browse-colors/lowes/yellow/gardenia-3005-10b
920,V091-2,Painted Ash,Neutral,,#e1c49b,57.692,valspar.com//en/colors/browse-colors/independent-retailers/neutral/painted-ash-v091-2
921,1001-4B,Playful Petal,Purple,Popular,#d1c3db,57.687,valspar.com//en/colors/browse-colors/lowes/purple/playful-petal-1001-4b
922,2004-10B,Sand Storm,Neutral,,#d5c5b9,57.656,valspar.com//en/colors/browse-colors/lowes/neutral/sand-storm-2004-10b
923,M127,Raw Peanut,Orange,The Natural Collection,#e7c198,57.612,valspar.com//en/colors/browse-colors/independent-retailers/orange/raw-peanut-m127
924,P011,Soft Skills,Orange,The Classic Collection,#e9c19a,57.599,valspar.com//en/colors/browse-colors/independent-retailers/orange/soft-skills-p011
925,V086-2,So Baja,Neutral,,#e3c2a3,57.586,valspar.com//en/colors/browse-colors/independent-retailers/neutral/so-baja-v086-2
926,3006-5C,Golden Chime,Yellow,,#f3be79,57.561,valspar.com//en/colors/browse-colors/lowes/yellow/golden-chime-3006-5c
927,5006-9C,Sea Wave,Blue,,#83d6d1,57.532,valspar.com//en/colors/browse-colors/lowes/blue/sea-wave-5006-9c
928,V095-2,Wild Hillside,Green,,#cec8aa,57.413,valspar.com//en/colors/browse-colors/independent-retailers/green/wild-hillside-v095-2
929,3007-3B,Fall Meadow,Yellow,,#e7c455,57.104,valspar.com//en/colors/browse-colors/lowes/yellow/fall-meadow-3007-3b
930,6001-5C,Zen Garden,Green,,#c4cb9f,57.037,valspar.com//en/colors/browse-colors/lowes/green/zen-garden-6001-5c
931,2007-1C,Orange Toffee,Orange,,#ffb861,57.013,valspar.com//en/colors/browse-colors/lowes/orange/orange-toffee-2007-1c
932,8001-13C,Crushed Grapefruit,Orange,,#f7b7aa,57.0,valspar.com//en/colors/browse-colors/lowes/orange/crushed-grapefruit-8001-13c
933,8002-35C,Wave Runner,Green,,#adcdc5,57.0,valspar.com//en/colors/browse-colors/lowes/green/wave-runner-8002-35c
934,8002-18C,Homeward Bound,Yellow,Popular,#e9c091,57.0,valspar.com//en/colors/browse-colors/lowes/yellow/homeward-bound-8002-18c
935,1004-10B,Berry Cream,Neutral,,#d5c3be,56.99,valspar.com//en/colors/browse-colors/lowes/neutral/berry-cream-1004-10b
936,1008-10B,Rodeo Dust,Red,,#dec1b4,56.972,valspar.com//en/colors/browse-colors/lowes/red/rodeo-dust-1008-10b
937,6001-3B,Mint Frost,Green,Popular,#c9c8b1,56.886,valspar.com//en/colors/browse-colors/lowes/green/mint-frost-6001-3b
938,T680,Chopped Almonds,Neutral,The Classic Collection,#cfc6af,56.848,valspar.com//en/colors/browse-colors/independent-retailers/neutral/chopped-almonds-t680
939,5006-1B,Notre Dame,Gray,,#c8c7bf,56.809,valspar.com//en/colors/browse-colors/lowes/gray/notre-dame-5006-1b
940,M236,Morning on the Moor,Green,The Bold Collection,#bdcbb0,56.802,valspar.com//en/colors/browse-colors/independent-retailers/green/morning-on-the-moor-m236
941,V089-2,Spiced Latte,Neutral,2021 Color Of The Year,#e1c19e,56.802,valspar.com//en/colors/browse-colors/independent-retailers/neutral/spiced-latte-v089-2
942,5002-3B,Sparkling Lake,Blue,,#b8cbc4,56.739,valspar.com//en/colors/browse-colors/lowes/blue/sparkling-lake-5002-3b
943,V014-2,Just Ducky,Orange,,#ffb64a,56.712,valspar.com//en/colors/browse-colors/independent-retailers/orange/just-ducky-v014-2
944,3003-1A,Gold Abundance,Yellow,,#ffb701,56.679,valspar.com//en/colors/browse-colors/lowes/yellow/gold-abundance-3003-1a
945,1007-4A,Prom Pink,Red,,#edb9c6,56.671,valspar.com//en/colors/browse-colors/lowes/red/prom-pink-1007-4a
946,V043-3,Crushed Grapefruit,Red,,#f7b7aa,56.667,valspar.com//en/colors/browse-colors/independent-retailers/red/crushed-grapefruit-v043-3
947,1001-2A,Magic Wand,Purple,,#e9b8d9,56.62,valspar.com//en/colors/browse-colors/lowes/purple/magic-wand-1001-2a
948,V062-2,Cucumber Crush,Green,,#b1ceb0,56.59,valspar.com//en/colors/browse-colors/independent-retailers/green/cucumber-crush-v062-2
949,4006-7B,Utterly Blue,Blue,,#afcae1,56.589,valspar.com//en/colors/browse-colors/lowes/blue/utterly-blue-4006-7b
950,2006-6B,Southern Peach,Orange,,#e8be9e,56.586,valspar.com//en/colors/browse-colors/lowes/orange/southern-peach-2006-6b
951,V147-1,Sheepskin Rug,Neutral,,#d1c5b0,56.397,valspar.com//en/colors/browse-colors/independent-retailers/neutral/sheepskin-rug-v147-1
952,P016,Turbo Tan,Neutral,The Classic Collection,#dbc2a0,56.361,valspar.com//en/colors/browse-colors/independent-retailers/neutral/turbo-tan-p016
953,V146-2,Rippling Stone,Neutral,,#ccc6b4,56.32,valspar.com//en/colors/browse-colors/independent-retailers/neutral/rippling-stone-v146-2
954,4005-1B,Gravity,Gray,"Popular,The Classic Collection",#c3c6c7,56.262,valspar.com//en/colors/browse-colors/lowes/gray/gravity-4005-1b
955,V044-2,Pretty in Peach,Orange,,#ecbba8,56.18,valspar.com//en/colors/browse-colors/independent-retailers/orange/pretty-in-peach-v044-2
956,1005-10C,Rosario Ridge,Red,,#d9c0bb,56.171,valspar.com//en/colors/browse-colors/lowes/red/rosario-ridge-1005-10c
957,3005-8A,Cloudy Sunset,Yellow,,#e7bf87,56.149,valspar.com//en/colors/browse-colors/lowes/yellow/cloudy-sunset-3005-8a
958,V020-2,Green Mamba,Green,Popular,#cdca54,56.059,valspar.com//en/colors/browse-colors/independent-retailers/green/green-mamba-v020-2
959,V094-2,Garden Rain,Neutral,2022 Color Of The Year,#d4c4a4,56.043,valspar.com//en/colors/browse-colors/independent-retailers/neutral/garden-rain-v094-2
960,P084,Vanilla Iced Coffee,Neutral,The Classic Collection,#dac1aa,56.032,valspar.com//en/colors/browse-colors/independent-retailers/neutral/vanilla-iced-coffee-p084
961,V061-2,Freshwater Green,Green,,#bbcbaa,56.022,valspar.com//en/colors/browse-colors/independent-retailers/green/freshwater-green-v061-2
962,T576,Cocoa Dust,Neutral,The Classic Collection,#d5c2ae,56.022,valspar.com//en/colors/browse-colors/independent-retailers/neutral/cocoa-dust-t576
963,8002-2C,Lavender Knoll,Purple,,#dabdd6,56.0,valspar.com//en/colors/browse-colors/lowes/purple/lavender-knoll-8002-2c
964,8003-21C,More Cowbell,Yellow,,#dfc19a,56.0,valspar.com//en/colors/browse-colors/lowes/yellow/more-cowbell-8003-21c
965,8003-20C,Turbo Tan,Yellow,,#dbc2a0,56.0,valspar.com//en/colors/browse-colors/lowes/yellow/turbo-tan-8003-20c
966,8001-24F,Nectar,Yellow,,#e7c148,56.0,valspar.com//en/colors/browse-colors/lowes/yellow/nectar-8001-24f
967,8004-35B,Degas Blue,Blue,,#b9c8c9,56.0,valspar.com//en/colors/browse-colors/lowes/blue/degas-blue-8004-35b
968,V134-2,Beach Dune,Neutral,,#d4c3ac,56.0,valspar.com//en/colors/browse-colors/independent-retailers/neutral/beach-dune-v134-2
969,8005-8B,Perfect Backdrop,Neutral,,#d1c4b6,56.0,valspar.com//en/colors/browse-colors/lowes/neutral/perfect-backdrop-8005-8b
970,8005-7C,Beach Dune,Neutral,,#d4c3ac,56.0,valspar.com//en/colors/browse-colors/lowes/neutral/beach-dune-8005-7c
971,8004-14C,Vanilla Iced Coffee,Neutral,,#dac1aa,56.0,valspar.com//en/colors/browse-colors/lowes/neutral/vanilla-iced-coffee-8004-14c
972,8004-48B,Pebbles,Gray,,#c7c5cc,56.0,valspar.com//en/colors/browse-colors/lowes/gray/pebbles-8004-48b
973,8002-12B,Pretty in Peach,Orange,Popular,#ecbba8,56.0,valspar.com//en/colors/browse-colors/lowes/orange/pretty-in-peach-8002-12b
974,8004-20B,Sheepskin Rug,Neutral,Popular,#d1c5b0,56.0,valspar.com//en/colors/browse-colors/lowes/neutral/sheepskin-rug-8004-20b
975,2002-4B,Camille Pink,Red,,#efb8b8,55.854,valspar.com//en/colors/browse-colors/lowes/red/camille-pink-2002-4b
976,V082-2,Pretty Rascal,Orange,2022 Color Of The Year,#e8bca7,55.845,valspar.com//en/colors/browse-colors/independent-retailers/orange/pretty-rascal-v082-2
977,3004-8A,Palomino Pony,Yellow,,#e1c097,55.824,valspar.com//en/colors/browse-colors/lowes/yellow/palomino-pony-3004-8a
978,M116,Crushed Nutmeg,Neutral,The Natural Collection,#dcc0a3,55.819,valspar.com//en/colors/browse-colors/independent-retailers/neutral/crushed-nutmeg-m116
979,V088-2,Silken Stockings,Neutral,2023 Color Of The Year,#d9c1a8,55.805,valspar.com//en/colors/browse-colors/independent-retailers/neutral/silken-stockings-v088-2
980,5004-9C,Beach Sparkle,Blue,,#84d2d8,55.731,valspar.com//en/colors/browse-colors/lowes/blue/beach-sparkle-5004-9c
981,5004-3B,Garden Flower,Green,2021 Color Of The Year,#bfc7bb,55.715,valspar.com//en/colors/browse-colors/lowes/green/garden-flower-5004-3b
982,T534,Alpaca Mittens,Neutral,The Classic Collection,#dac0b0,55.693,valspar.com//en/colors/browse-colors/independent-retailers/neutral/alpaca-mittens-t534
983,V059-3,Green Almond,Green,,#c3c89d,55.635,valspar.com//en/colors/browse-colors/independent-retailers/green/green-almond-v059-3
984,V133-3,Shaggy Dog,Neutral,,#d2c2b1,55.553,valspar.com//en/colors/browse-colors/independent-retailers/neutral/shaggy-dog-v133-3
985,T669,Grasscloth,Green,The Classic Collection,#c8c5b3,55.533,valspar.com//en/colors/browse-colors/independent-retailers/green/grasscloth-t669
986,6005-3B,Brown Buzz,Green,,#c9c5b3,55.506,valspar.com//en/colors/browse-colors/lowes/green/brown-buzz-6005-3b
987,T640,Shaken or Stirred?,Neutral,The Classic Collection,#cbc5ad,55.495,valspar.com//en/colors/browse-colors/independent-retailers/neutral/shaken-or-stirred-t640
988,3005-6A,Veranda Yellow,Yellow,,#e7be84,55.492,valspar.com//en/colors/browse-colors/lowes/yellow/veranda-yellow-3005-6a
989,2003-10B,Badlands Taupe,Neutral,,#d7c0b6,55.474,valspar.com//en/colors/browse-colors/lowes/neutral/badlands-taupe-2003-10b
990,M204,Swiss Livery,Gray,The Bold Collection,#c8c5b7,55.426,valspar.com//en/colors/browse-colors/independent-retailers/gray/swiss-livery-m204
991,6002-9C,Sea Treasure,Blue,,#80d4b7,55.376,valspar.com//en/colors/browse-colors/lowes/blue/sea-treasure-6002-9c
992,2003-2A,Sassy Peach,Orange,,#ffb384,55.373,valspar.com//en/colors/browse-colors/lowes/orange/sassy-peach-2003-2a
993,6001-7C,Green Supreme,Green,,#a3ceb6,55.362,valspar.com//en/colors/browse-colors/lowes/green/green-supreme-6001-7c
994,M302,Ancient Relic,Neutral,The Soft Collection,#cec3ae,55.343,valspar.com//en/colors/browse-colors/independent-retailers/neutral/ancient-relic-m302
995,2002-6C,Spring Linen,Red,,#ecb8ae,55.314,valspar.com//en/colors/browse-colors/lowes/red/spring-linen-2002-6c
996,M301,Jade Cameo,Green,The Soft Collection,#bdc8b1,55.294,valspar.com//en/colors/browse-colors/independent-retailers/green/jade-cameo-m301
997,V126-2,Puka Shell,Neutral,,#d2c0be,55.135,valspar.com//en/colors/browse-colors/independent-retailers/neutral/puka-shell-v126-2
998,T638,Understory,Green,The Classic Collection,#c4c6af,55.126,valspar.com//en/colors/browse-colors/independent-retailers/green/understory-t638
999,M243,Mushroom Risotto,Neutral,The Bold Collection,#cec2b4,55.095,valspar.com//en/colors/browse-colors/independent-retailers/neutral/mushroom-risotto-m243
1000,V145-2,Zen Pebble,Gray,Popular,#c6c4bb,55.082,valspar.com//en/colors/browse-colors/independent-retailers/gray/zen-pebble-v145-2
1001,8002-17C,Glazed Ginger,Yellow,,#eabc86,55.0,valspar.com//en/colors/browse-colors/lowes/yellow/glazed-ginger-8002-17c
