,id,name,category,collection,hex,lrv,link
2443,V069-5,Cottage by the Sea,Blue,,#306d88,13.334,valspar.com//en/colors/browse-colors/independent-retailers/blue/cottage-by-the-sea-v069-5
2444,4004-2B,Ocean Storm,Gray,,#656764,13.323,valspar.com//en/colors/browse-colors/lowes/gray/ocean-storm-4004-2b
2445,V059-6,Fresh Cilantro,Green,2022 Color Of The Year,#666944,13.284,valspar.com//en/colors/browse-colors/independent-retailers/green/fresh-cilantro-v059-6
2446,T597,Potting Soil,Neutral,The Classic Collection,#786344,13.235,valspar.com//en/colors/browse-colors/independent-retailers/neutral/potting-soil-t597
2447,2008-7A,Natural Cork,Orange,,#895c3d,13.218,valspar.com//en/colors/browse-colors/lowes/orange/natural-cork-2008-7a
2448,4006-2B,Crucible,Gray,,#5f676d,13.175,valspar.com//en/colors/browse-colors/lowes/gray/crucible-4006-2b
2449,V088-5,Nom Nom,Brown,,#7f5f42,13.102,valspar.com//en/colors/browse-colors/independent-retailers/brown/nom-nom-v088-5
2450,2011-4,Red Ochre,Red,,#a64740,13.058,valspar.com//en/colors/browse-colors/lowes/red/red-ochre-2011-4
2451,5001-2B,Relaxed Navy,Gray,,#59686c,13.017,valspar.com//en/colors/browse-colors/lowes/gray/relaxed-navy-5001-2b
2452,3011-6,Toffee Glaze,Orange,,#985330,13.014,valspar.com//en/colors/browse-colors/lowes/orange/toffee-glaze-3011-6
2453,8004-21G,Fresh Artichoke,Green,,#746132,13.0,valspar.com//en/colors/browse-colors/lowes/green/fresh-artichoke-8004-21g
2454,8003-35F,Mallard,Green,,#4f6d5f,13.0,valspar.com//en/colors/browse-colors/lowes/green/mallard-8003-35f
2455,8003-39F,Low Tide,Blue,,#496c73,13.0,valspar.com//en/colors/browse-colors/lowes/blue/low-tide-8003-39f
2456,8001-38G,Bayou Serenade,Blue,,#017388,13.0,valspar.com//en/colors/browse-colors/lowes/blue/bayou-serenade-8001-38g
2457,8001-44F,In the Nick,Blue,"Popular,The Bold Collection",#28679e,13.0,valspar.com//en/colors/browse-colors/lowes/blue/in-the-nick-8001-44f
2458,M150,Fermata,Brown,The Natural Collection,#6f644c,12.973,valspar.com//en/colors/browse-colors/independent-retailers/brown/fermata-m150
2459,V135-6,Crater,Neutral,Popular,#72624d,12.912,valspar.com//en/colors/browse-colors/independent-retailers/neutral/crater-v135-6
2460,T584,Andy's Deck,Brown,The Classic Collection,#7a5e53,12.822,valspar.com//en/colors/browse-colors/independent-retailers/brown/andys-deck-t584
2461,2003-5A,Tropical Nut,Red,,#98503d,12.686,valspar.com//en/colors/browse-colors/lowes/red/tropical-nut-2003-5a
2462,3004-9A,Muddy Mississippi,Brown,,#7d5d42,12.662,valspar.com//en/colors/browse-colors/lowes/brown/muddy-mississippi-3004-9a
2463,5003-6C,Shady Palm,Blue,,#456b65,12.659,valspar.com//en/colors/browse-colors/lowes/blue/shady-palm-5003-6c
2464,2001-5A,Toasted Cranberry,Red,,#a2483b,12.61,valspar.com//en/colors/browse-colors/lowes/red/toasted-cranberry-2001-5a
2465,4005-2B,High-Speed Steel,Gray,,#616467,12.607,valspar.com//en/colors/browse-colors/lowes/gray/high-speed-steel-4005-2b
2466,V002-3,Mad about Magenta,Purple,Popular,#8d4c89,12.593,valspar.com//en/colors/browse-colors/independent-retailers/purple/mad-about-magenta-v002-3
2467,V034-3,Blue on Blue,Blue,Popular,#016ca0,12.557,valspar.com//en/colors/browse-colors/independent-retailers/blue/blue-on-blue-v034-3
2468,3007-9A,Twilight Jungle,Brown,,#746045,12.502,valspar.com//en/colors/browse-colors/lowes/brown/twilight-jungle-3007-9a
2469,V026-3,Shadows of Time,Green,,#01755c,12.49,valspar.com//en/colors/browse-colors/independent-retailers/green/shadows-of-time-v026-3
2470,3002-9A,Mona's Mane,Brown,,#7f5b43,12.432,valspar.com//en/colors/browse-colors/lowes/brown/monas-mane-3002-9a
2471,4007-10C,Peek-A-Boo Blue,Blue,,#0169a7,12.354,valspar.com//en/colors/browse-colors/lowes/blue/peek-a-boo-blue-4007-10c
2472,T700,Architect,Gray,The Classic Collection,#646356,12.29,valspar.com//en/colors/browse-colors/independent-retailers/gray/architect-t700
2473,V122-3,Catch of the Day,Gray,,#676259,12.245,valspar.com//en/colors/browse-colors/independent-retailers/gray/catch-of-the-day-v122-3
2474,V102-6,Riverbend,Blue,,#466863,12.18,valspar.com//en/colors/browse-colors/independent-retailers/blue/riverbend-v102-6
2475,T591,Snakeskin,Gray,The Classic Collection,#6a6156,12.176,valspar.com//en/colors/browse-colors/independent-retailers/gray/snakeskin-t591
2476,6001-8C,Deep Mint,Green,,#2d6e4b,12.121,valspar.com//en/colors/browse-colors/lowes/green/deep-mint-6001-8c
2477,4007-4B,Smoky Pitch,Gray,,#536470,12.113,valspar.com//en/colors/browse-colors/lowes/gray/smoky-pitch-4007-4b
2478,V127-6,Night Skyscraper,Neutral,,#6a5f5e,12.08,valspar.com//en/colors/browse-colors/independent-retailers/neutral/night-skyscraper-v127-6
2479,6001-4C,Tarragon,Green,,#636347,12.071,valspar.com//en/colors/browse-colors/lowes/green/tarragon-6001-4c
2480,M360,Weathervane,Gray,The Soft Collection,#5e6262,12.068,valspar.com//en/colors/browse-colors/independent-retailers/gray/weathervane-m360
2481,V079-6,Maroon Rover,Red,,#8a5255,12.053,valspar.com//en/colors/browse-colors/independent-retailers/red/maroon-rover-v079-6
2482,8003-47F,Alpine Forget-Me-Not,Purple,,#556082,12.0,valspar.com//en/colors/browse-colors/lowes/purple/alpine-forget-me-not-8003-47f
2483,8003-20G,Coconut Husk,Yellow,,#815b28,12.0,valspar.com//en/colors/browse-colors/lowes/yellow/coconut-husk-8003-20g
2484,8003-25G,Garden Glory,Green,,#70602f,12.0,valspar.com//en/colors/browse-colors/lowes/green/garden-glory-8003-25g
2485,8002-27G,Pressed Olives,Green,,#63652e,12.0,valspar.com//en/colors/browse-colors/lowes/green/pressed-olives-8002-27g
2486,8002-42F,Deep Universe,Blue,,#01688a,12.0,valspar.com//en/colors/browse-colors/lowes/blue/deep-universe-8002-42f
2487,8001-43G,Biro Blue,Blue,,#10659f,12.0,valspar.com//en/colors/browse-colors/lowes/blue/biro-blue-8001-43g
2488,8001-37G,Totally Teal,Blue,,#016f78,12.0,valspar.com//en/colors/browse-colors/lowes/blue/totally-teal-8001-37g
2489,8001-34G,Shadows of Time,Blue,,#01755c,12.0,valspar.com//en/colors/browse-colors/lowes/blue/shadows-of-time-8001-34g
2490,8005-2F,Catch of the Day,Brown,,#676259,12.0,valspar.com//en/colors/browse-colors/lowes/brown/catch-of-the-day-8005-2f
2491,8004-3F,Night Skyscraper,Gray,,#6a5f5e,12.0,valspar.com//en/colors/browse-colors/lowes/gray/night-skyscraper-8004-3f
2492,8004-1F,Double Infinity,Gray,,#676064,12.0,valspar.com//en/colors/browse-colors/lowes/gray/double-infinity-8004-1f
2493,V036-3,Zydeco,Blue,Popular,#2b63a0,11.978,valspar.com//en/colors/browse-colors/independent-retailers/blue/zydeco-v036-3
2494,1005-9B,Berry Brandy,Red,,#7a5855,11.838,valspar.com//en/colors/browse-colors/lowes/red/berry-brandy-1005-9b
2495,V024-3,Greener Grass,Green,Popular,#017029,11.757,valspar.com//en/colors/browse-colors/independent-retailers/green/greener-grass-v024-3
2496,3001-7A,Wooden Wagon,Brown,,#7a5844,11.581,valspar.com//en/colors/browse-colors/lowes/brown/wooden-wagon-3001-7a
2497,V029-3,Totally Teal,Blue,,#016f78,11.567,valspar.com//en/colors/browse-colors/independent-retailers/blue/totally-teal-v029-3
2498,M330,Carriage Wheel,Gray,The Soft Collection,#5b6064,11.465,valspar.com//en/colors/browse-colors/independent-retailers/gray/carriage-wheel-m330
2499,4002-10C,Sonic Plum,Purple,,#77508b,11.415,valspar.com//en/colors/browse-colors/lowes/purple/sonic-plum-4002-10c
2500,6006-4C,City Arboretum,Green,,#655f45,11.33,valspar.com//en/colors/browse-colors/lowes/green/city-arboretum-6006-4c
2501,V106-6,Am I Blue?,Blue,,#396475,11.326,valspar.com//en/colors/browse-colors/independent-retailers/blue/am-i-blue-v106-6
2502,V091-6,Derby,Brown,Popular,#7c5723,11.228,valspar.com//en/colors/browse-colors/independent-retailers/brown/derby-v091-6
2503,V095-6,Tuscan Hills,Green,,#665f31,11.196,valspar.com//en/colors/browse-colors/independent-retailers/green/tuscan-hills-v095-6
2504,1006-3A,Baked Bahama,Red,,#95454e,11.182,valspar.com//en/colors/browse-colors/lowes/red/baked-bahama-1006-3a
2505,V008-3,Cinnamon Sunset,Orange,,#a23d28,11.18,valspar.com//en/colors/browse-colors/independent-retailers/orange/cinnamon-sunset-v008-3
2506,5005-2C,Quaking Bog,Black,,#5c5f56,11.178,valspar.com//en/colors/browse-colors/lowes/black/quaking-bog-5005-2c
2507,5011-7,Stained Glass,Blue,,#017067,11.162,valspar.com//en/colors/browse-colors/lowes/blue/stained-glass-5011-7
2508,P049,Sleek Otter,Brown,The Classic Collection,#7e5629,11.158,valspar.com//en/colors/browse-colors/independent-retailers/brown/sleek-otter-p049
2509,P076,Sea Fan Fuchsia,Red,The Classic Collection,#874b66,11.096,valspar.com//en/colors/browse-colors/independent-retailers/red/sea-fan-fuchsia-p076
2510,V006-3,Planet Fever,Red,Popular,#ab3037,11.054,valspar.com//en/colors/browse-colors/independent-retailers/red/planet-fever-v006-3
2511,3008-9A,Stampede,Brown,,#6c5a47,11.013,valspar.com//en/colors/browse-colors/lowes/brown/stampede-3008-9a
2512,8001-7F,Con Brio,Red,,#ad273f,11.0,valspar.com//en/colors/browse-colors/lowes/red/con-brio-8001-7f
2513,8001-6G,Fire-Breathing Dragon,Red,,#ab3148,11.0,valspar.com//en/colors/browse-colors/lowes/red/fire-breathing-dragon-8001-6g
2514,8002-12F,Red Maple,Orange,,#904929,11.0,valspar.com//en/colors/browse-colors/lowes/orange/red-maple-8002-12f
2515,8003-29G,Herb Garland,Green,,#5f5f46,11.0,valspar.com//en/colors/browse-colors/lowes/green/herb-garland-8003-29g
2516,8003-38F,Grand Prix,Blue,,#476462,11.0,valspar.com//en/colors/browse-colors/lowes/blue/grand-prix-8003-38f
2517,8001-40G,Oh So Vo,Blue,,#016892,11.0,valspar.com//en/colors/browse-colors/lowes/blue/oh-so-vo-8001-40g
2518,8004-48F,Forge,Gray,,#5f5a63,11.0,valspar.com//en/colors/browse-colors/lowes/gray/forge-8004-48f
2519,1008-5A,Muted Red,Red,,#8e484b,10.964,valspar.com//en/colors/browse-colors/lowes/red/muted-red-1008-5a
2520,5009-6,Green Suede,Green,,#016c51,10.963,valspar.com//en/colors/browse-colors/lowes/green/green-suede-5009-6
2521,V045-6,Sly Fox,Orange,,#8b4d2b,10.943,valspar.com//en/colors/browse-colors/independent-retailers/orange/sly-fox-v045-6
2522,V044-6,Red Maple,Orange,,#904929,10.874,valspar.com//en/colors/browse-colors/independent-retailers/orange/red-maple-v044-6
2523,5007-2C,Wetlands,Black,,#5e5d53,10.853,valspar.com//en/colors/browse-colors/lowes/black/wetlands-5007-2c
2524,1001-5A,Purple Valley,Purple,,#63577a,10.815,valspar.com//en/colors/browse-colors/lowes/purple/purple-valley-1001-5a
2525,V093-6,Florentine Dream,Brown,Popular,#715830,10.733,valspar.com//en/colors/browse-colors/independent-retailers/brown/florentine-dream-v093-6
2526,5009-7,Artisan Green,Blue,,#0f6761,10.71,valspar.com//en/colors/browse-colors/lowes/blue/artisan-green-5009-7
2527,6009-7,Vegas Green,Green,Popular,#316736,10.708,valspar.com//en/colors/browse-colors/lowes/green/vegas-green-6009-7
2528,V032-3,Journey Into Night,Blue,,#016784,10.706,valspar.com//en/colors/browse-colors/independent-retailers/blue/journey-into-night-v032-3
2529,4004-6C,Atlantic Schooner,Blue,,#39607f,10.672,valspar.com//en/colors/browse-colors/lowes/blue/atlantic-schooner-4004-6c
2530,4001-10C,Cosmic Berry,Purple,,#7e4883,10.664,valspar.com//en/colors/browse-colors/lowes/purple/cosmic-berry-4001-10c
2531,V005-3,Con Brio,Red,,#ad273f,10.661,valspar.com//en/colors/browse-colors/independent-retailers/red/con-brio-v005-3
2532,P044,Rambutan,Orange,The Classic Collection,#964231,10.637,valspar.com//en/colors/browse-colors/independent-retailers/orange/rambutan-p044
2533,P003,Mad About You,Red,The Classic Collection,#a53143,10.575,valspar.com//en/colors/browse-colors/independent-retailers/red/mad-about-you-p003
2534,1007-9A,Potter's Rock,Red,,#7b5145,10.574,valspar.com//en/colors/browse-colors/lowes/red/potters-rock-1007-9a
2535,2008-9A,Sumatra Blend,Brown,Popular,#6d5747,10.519,valspar.com//en/colors/browse-colors/lowes/brown/sumatra-blend-2008-9a
2536,4004-10C,Purple Frenzy,Purple,,#4b5795,10.504,valspar.com//en/colors/browse-colors/lowes/purple/purple-frenzy-4004-10c
2537,M126,Autumn Bark,Brown,The Natural Collection,#78542f,10.495,valspar.com//en/colors/browse-colors/independent-retailers/brown/autumn-bark-m126
2538,1009-2,Classic Red,Red,Popular,#b0212a,10.493,valspar.com//en/colors/browse-colors/lowes/red/classic-red-1009-2
2539,V085-6,Château Mantle,Brown,,#795338,10.485,valspar.com//en/colors/browse-colors/independent-retailers/brown/chateau-mantle-v085-6
2540,1004-3A,Plumberry,Purple,,#874763,10.468,valspar.com//en/colors/browse-colors/lowes/purple/plumberry-1004-3a
2541,1003-3A,Purple Davenport,Purple,,#7a4b70,10.381,valspar.com//en/colors/browse-colors/lowes/purple/purple-davenport-1003-3a
2542,6009-8,Lime Twist,Green,,#466330,10.365,valspar.com//en/colors/browse-colors/lowes/green/lime-twist-6009-8
2543,V146-6,Gator Tail,Neutral,,#635a41,10.361,valspar.com//en/colors/browse-colors/independent-retailers/neutral/gator-tail-v146-6
2544,5007-4C,Boughs of Pine,Green,,#565e43,10.32,valspar.com//en/colors/browse-colors/lowes/green/boughs-of-pine-5007-4c
2545,4003-10C,Rollick,Purple,,#664f8b,10.211,valspar.com//en/colors/browse-colors/lowes/purple/rollick-4003-10c
2546,P099,Friendly Fairway,Green,The Classic Collection,#3c633e,10.186,valspar.com//en/colors/browse-colors/independent-retailers/green/friendly-fairway-p099
2547,4003-4C,Dark Night,Purple,,#505a6d,10.182,valspar.com//en/colors/browse-colors/lowes/purple/dark-night-4003-4c
2548,2002-7A,Rusted Earth,Red,,#874933,10.126,valspar.com//en/colors/browse-colors/lowes/red/rusted-earth-2002-7a
2549,M253,Pop of Poppy,Red,The Bold Collection,#9d363a,10.12,valspar.com//en/colors/browse-colors/independent-retailers/red/pop-of-poppy-m253
2550,V088-6,Leather & Lace,Brown,Popular,#6f543a,10.096,valspar.com//en/colors/browse-colors/independent-retailers/brown/leather-lace-v088-6
2551,P070,Jimbo's Jersey,Blue,The Classic Collection,#01628a,10.082,valspar.com//en/colors/browse-colors/independent-retailers/blue/jimbos-jersey-p070
2552,P110,Night Fever,Blue,The Classic Collection,#265e83,10.075,valspar.com//en/colors/browse-colors/independent-retailers/blue/night-fever-p110
2553,M255,Cold Pressed,Brown,The Bold Collection,#635840,10.07,valspar.com//en/colors/browse-colors/independent-retailers/brown/cold-pressed-m255
2554,8001-47F,Blue Ember,Purple,,#4c5192,10.0,valspar.com//en/colors/browse-colors/lowes/purple/blue-ember-8001-47f
2555,8001-45G,Miracle at Wrigley,Purple,,#245b9e,10.0,valspar.com//en/colors/browse-colors/lowes/purple/miracle-at-wrigley-8001-45g
2556,8001-1G,Amethyst Ice,Purple,,#734682,10.0,valspar.com//en/colors/browse-colors/lowes/purple/amethyst-ice-8001-1g
2557,8002-8F,Thai Chili,Red,,#973a3c,10.0,valspar.com//en/colors/browse-colors/lowes/red/thai-chili-8002-8f
2558,8001-9G,Très Bien,Red,,#a82e33,10.0,valspar.com//en/colors/browse-colors/lowes/red/tres-bien-8001-9g
2559,8003-34G,Sherwood Forest,Green,,#4f5b51,10.0,valspar.com//en/colors/browse-colors/lowes/green/sherwood-forest-8003-34g
2560,8003-27G,Sea Turtle,Green,,#5d5934,10.0,valspar.com//en/colors/browse-colors/lowes/green/sea-turtle-8003-27g
2561,8004-39F,Hobgoblin,Blue,,#3d5f6d,10.0,valspar.com//en/colors/browse-colors/lowes/blue/hobgoblin-8004-39f
2562,8003-41F,Dragon's Lair,Blue,,#316073,10.0,valspar.com//en/colors/browse-colors/lowes/blue/dragons-lair-8003-41f
2563,8002-45F,Moroccan Resort,Blue,,#305d84,10.0,valspar.com//en/colors/browse-colors/lowes/blue/moroccan-resort-8002-45f
2564,8002-43F,Chintz,Blue,,#106081,10.0,valspar.com//en/colors/browse-colors/lowes/blue/chintz-8002-43f
2565,8002-41F,Jester Blue,Blue,,#1f6071,10.0,valspar.com//en/colors/browse-colors/lowes/blue/jester-blue-8002-41f
2566,8004-9F,Rue Bourbon,Brown,,#6a5245,10.0,valspar.com//en/colors/browse-colors/lowes/brown/rue-bourbon-8004-9f
2567,8004-20G,Midnight Forest,Brown,,#625745,10.0,valspar.com//en/colors/browse-colors/lowes/brown/midnight-forest-8004-20g
2568,2001-9A,November Foliage,Red,,#755042,9.992,valspar.com//en/colors/browse-colors/lowes/red/november-foliage-2001-9a
2569,V083-6,Riding Boots,Brown,,#7b4e35,9.968,valspar.com//en/colors/browse-colors/independent-retailers/brown/riding-boots-v083-6
2570,P080,Thai Chili,Red,The Classic Collection,#973a3c,9.938,valspar.com//en/colors/browse-colors/independent-retailers/red/thai-chili-p080
2571,V133-6,Chocolate Diamonds,Brown,,#685545,9.923,valspar.com//en/colors/browse-colors/independent-retailers/brown/chocolate-diamonds-v133-6
2572,6005-4C,Summer's End,Green,,#605930,9.906,valspar.com//en/colors/browse-colors/lowes/green/summers-end-6005-4c
2573,5006-2C,Sable Evening,Gray,,#585953,9.88,valspar.com//en/colors/browse-colors/lowes/gray/sable-evening-5006-2c
2574,2011-7,Russet Red,Red,,#923f2d,9.852,valspar.com//en/colors/browse-colors/lowes/red/russet-red-2011-7
2575,V147-6,Midnight Forest,Neutral,,#625745,9.805,valspar.com//en/colors/browse-colors/independent-retailers/neutral/midnight-forest-v147-6
2576,6008-2C,Prairie Foliage,Brown,,#65563f,9.795,valspar.com//en/colors/browse-colors/lowes/brown/prairie-foliage-6008-2c
2577,M152,Watusi,Red,The Natural Collection,#7e4b40,9.79,valspar.com//en/colors/browse-colors/independent-retailers/red/watusi-m152
2578,T609,Urbane,Green,The Classic Collection,#5d583f,9.733,valspar.com//en/colors/browse-colors/independent-retailers/green/urbane-t609
2579,V097-6,Haute Green,Green,,#515b47,9.726,valspar.com//en/colors/browse-colors/independent-retailers/green/haute-green-v097-6
2580,M221,Jam Jar,Red,The Bold Collection,#9c2e50,9.657,valspar.com//en/colors/browse-colors/independent-retailers/red/jam-jar-m221
2581,5009-10,Pacific Pleasure,Blue,,#016282,9.637,valspar.com//en/colors/browse-colors/lowes/blue/pacific-pleasure-5009-10
2582,T608,Capers,Gray,The Classic Collection,#515a4d,9.633,valspar.com//en/colors/browse-colors/independent-retailers/gray/capers-t608
2583,V037-3,Demon Blue,Blue,,#45558d,9.604,valspar.com//en/colors/browse-colors/independent-retailers/blue/demon-blue-v037-3
2584,T585,Arctic Tundra,Brown,The Classic Collection,#675348,9.599,valspar.com//en/colors/browse-colors/independent-retailers/brown/arctic-tundra-t585
2585,V001-3,Voodoo Violet,Purple,,#734682,9.564,valspar.com//en/colors/browse-colors/independent-retailers/purple/voodoo-violet-v001-3
2586,4002-8C,Karmic Grape,Purple,,#4c557d,9.536,valspar.com//en/colors/browse-colors/lowes/purple/karmic-grape-4002-8c
2587,5001-6C,Perfect Storm,Blue,,#395c65,9.531,valspar.com//en/colors/browse-colors/lowes/blue/perfect-storm-5001-6c
2588,P064,Dancing Peacock,Green,The Classic Collection,#01645c,9.529,valspar.com//en/colors/browse-colors/independent-retailers/green/dancing-peacock-p064
2589,V129-6,Rue Bourbon,Brown,,#6a5245,9.521,valspar.com//en/colors/browse-colors/independent-retailers/brown/rue-bourbon-v129-6
2590,V035-3,Blueprint,Blue,,#015e98,9.515,valspar.com//en/colors/browse-colors/independent-retailers/blue/blueprint-v035-3
2591,5002-8C,Night Scape,Blue,,#0c5f6c,9.409,valspar.com//en/colors/browse-colors/lowes/blue/night-scape-5002-8c
2592,2001-7A,Remember Me Red,Red,,#864335,9.365,valspar.com//en/colors/browse-colors/lowes/red/remember-me-red-2001-7a
2593,1001-9A,Hunting Boots,Brown,,#62534d,9.364,valspar.com//en/colors/browse-colors/lowes/brown/hunting-boots-1001-9a
2594,5005-6C,Billiard Room,Green,,#445c4c,9.34,valspar.com//en/colors/browse-colors/lowes/green/billiard-room-5005-6c
2595,V131-6,If a Tree Fell …,Brown,,#665244,9.334,valspar.com//en/colors/browse-colors/independent-retailers/brown/if-a-tree-fell-v131-6
2596,V099-6,Jade Sea,Blue,,#485a50,9.316,valspar.com//en/colors/browse-colors/independent-retailers/blue/jade-sea-v099-6
2597,5004-2C,Flora,Green,2023 Color Of The Year,#54584a,9.301,valspar.com//en/colors/browse-colors/lowes/green/flora-5004-2c
2598,V100-6,Prehistoric,Blue,,#495954,9.235,valspar.com//en/colors/browse-colors/independent-retailers/blue/prehistoric-v100-6
2599,V004-3,She Pouts,Red,Popular,#a21f4e,9.234,valspar.com//en/colors/browse-colors/independent-retailers/red/she-pouts-v004-3
2600,P029,Velvet Curtains,Blue,The Classic Collection,#01646b,9.176,valspar.com//en/colors/browse-colors/independent-retailers/blue/velvet-curtains-p029
2601,M334,Midnight Teal,Gray,The Soft Collection,#43595c,9.157,valspar.com//en/colors/browse-colors/independent-retailers/gray/midnight-teal-m334
2602,1006-9A,Smoked Almond,Red,,#714d41,9.146,valspar.com//en/colors/browse-colors/lowes/red/smoked-almond-1006-9a
2603,M358,Dark and Stormy Night,Black,The Soft Collection,#4d565f,9.132,valspar.com//en/colors/browse-colors/independent-retailers/black/dark-and-stormy-night-m358
2604,2002-5A,Decadent Red,Red,,#8d3c30,9.118,valspar.com//en/colors/browse-colors/lowes/red/decadent-red-2002-5a
2605,5004-4C,Canadian Fir,Green,,#415a51,9.087,valspar.com//en/colors/browse-colors/lowes/green/canadian-fir-5004-4c
2606,M345,Kevin's Stang,Blue,The Soft Collection,#016168,9.035,valspar.com//en/colors/browse-colors/independent-retailers/blue/kevins-stang-m345
2607,8003-48F,When Worlds Collide,Purple,,#4f546d,9.0,valspar.com//en/colors/browse-colors/lowes/purple/when-worlds-collide-8003-48f
2608,8004-26G,Hyde Park,Green,,#59563f,9.0,valspar.com//en/colors/browse-colors/lowes/green/hyde-park-8004-26g
2609,8003-36F,Jade Sea,Green,,#485a50,9.0,valspar.com//en/colors/browse-colors/lowes/green/jade-sea-8003-36f
2610,8002-33G,Jeremy's Journey,Green,,#355d3d,9.0,valspar.com//en/colors/browse-colors/lowes/green/jeremys-journey-8002-33g
2611,8003-46F,Sapphire Earbobs,Blue,,#475671,9.0,valspar.com//en/colors/browse-colors/lowes/blue/sapphire-earbobs-8003-46f
2612,8002-44F,Bandana,Blue,,#015b8a,9.0,valspar.com//en/colors/browse-colors/lowes/blue/bandana-8002-44f
2613,8002-40G,Deep Atlantic,Blue,,#015d72,9.0,valspar.com//en/colors/browse-colors/lowes/blue/deep-atlantic-8002-40g
2614,8006-8F,Plot Twist,Gray,,#4b565d,9.0,valspar.com//en/colors/browse-colors/lowes/gray/plot-twist-8006-8f
2615,8004-47F,Coal Tipple,Gray,,#53545e,9.0,valspar.com//en/colors/browse-colors/lowes/gray/coal-tipple-8004-47f
2616,8001-4G,Perfect Pout,Red,Popular,#a21f4e,9.0,valspar.com//en/colors/browse-colors/lowes/red/perfect-pout-8001-4g
2617,4005-6C,Mountain River,Blue,2022 Color Of The Year,#3f576a,8.958,valspar.com//en/colors/browse-colors/lowes/blue/mountain-river-4005-6c
2618,V061-6,Privet Hedge,Green,,#385d2b,8.923,valspar.com//en/colors/browse-colors/independent-retailers/green/privet-hedge-v061-6
2619,6011-6,Four-Leaf Clover,Green,,#215f3c,8.917,valspar.com//en/colors/browse-colors/lowes/green/four-leaf-clover-6011-6
2620,5006-4C,Treeline,Green,,#4b5847,8.876,valspar.com//en/colors/browse-colors/lowes/green/treeline-5006-4c
2621,V116-3,To the Tarmac,Gray,Popular,#4f5556,8.84,valspar.com//en/colors/browse-colors/independent-retailers/gray/to-the-tarmac-v116-3
2622,6001-2C,Olive Smudge,Green,,#585445,8.816,valspar.com//en/colors/browse-colors/lowes/green/olive-smudge-6001-2c
2623,T604,Zephyr,Blue,The Classic Collection,#2b5a65,8.815,valspar.com//en/colors/browse-colors/independent-retailers/blue/zephyr-t604
2624,5001-2C,Cobalt Cannon,Gray,,#4b5558,8.69,valspar.com//en/colors/browse-colors/lowes/gray/cobalt-cannon-5001-2c
2625,M231,Veiled Vinyl,Gray,The Bold Collection,#54525a,8.647,valspar.com//en/colors/browse-colors/independent-retailers/gray/veiled-vinyl-m231
2626,4007-6C,Deep Twilight Blue,Blue,Popular,#34576a,8.636,valspar.com//en/colors/browse-colors/lowes/blue/deep-twilight-blue-4007-6c
2627,4003-2C,Semi-Sweet,Gray,,#57524e,8.617,valspar.com//en/colors/browse-colors/lowes/gray/semi-sweet-4003-2c
2628,P031,Blue Jay Crest,Blue,The Classic Collection,#015c76,8.596,valspar.com//en/colors/browse-colors/independent-retailers/blue/blue-jay-crest-p031
2629,T502,Passionate,Purple,The Classic Collection,#694a5a,8.595,valspar.com//en/colors/browse-colors/independent-retailers/purple/passionate-t502
2630,1008-7A,Red Henna,Red,,#7b433d,8.524,valspar.com//en/colors/browse-colors/lowes/red/red-henna-1008-7a
2631,2003-9A,Brooklyn Brownstone,Brown,,#6a4b3d,8.444,valspar.com//en/colors/browse-colors/lowes/brown/brooklyn-brownstone-2003-9a
2632,T603,Holiday Velvet,Blue,The Classic Collection,#1e586c,8.421,valspar.com//en/colors/browse-colors/independent-retailers/blue/holiday-velvet-t603
2633,2004-9A,Deep Walnut,Brown,,#674c3d,8.374,valspar.com//en/colors/browse-colors/lowes/brown/deep-walnut-2004-9a
2634,2003-7A,Chocolate Cherry,Red,,#7b4232,8.338,valspar.com//en/colors/browse-colors/lowes/red/chocolate-cherry-2003-7a
2635,V096-6,Mountain Moss,Green,,#4f5529,8.319,valspar.com//en/colors/browse-colors/independent-retailers/green/mountain-moss-v096-6
2636,3010-8,Cowboy Hat,Orange,,#6d4934,8.308,valspar.com//en/colors/browse-colors/lowes/orange/cowboy-hat-3010-8
2637,M317,Arabian Nights,Blue,The Soft Collection,#015a75,8.308,valspar.com//en/colors/browse-colors/independent-retailers/blue/arabian-nights-m317
2638,T504,Urban Auburn,Brown,The Classic Collection,#78442b,8.304,valspar.com//en/colors/browse-colors/independent-retailers/brown/urban-auburn-t504
2639,V003-3,Magenta Manicure,Red,,#8c2d60,8.291,valspar.com//en/colors/browse-colors/independent-retailers/red/magenta-manicure-v003-3
2640,V081-6,Two Cents,Orange,,#7a422a,8.19,valspar.com//en/colors/browse-colors/independent-retailers/orange/two-cents-v081-6
2641,M251,Dante's Cardigan,Red,The Bold Collection,#8f3028,8.152,valspar.com//en/colors/browse-colors/independent-retailers/red/dantes-cardigan-m251
2642,M229,Turkish Tile,Blue,The Bold Collection,#01597c,8.124,valspar.com//en/colors/browse-colors/independent-retailers/blue/turkish-tile-m229
2643,6006-2C,Roasted Sepia,Brown,,#5c4e3e,8.115,valspar.com//en/colors/browse-colors/lowes/brown/roasted-sepia-6006-2c
2644,V086-6,Valise,Brown,Popular,#6d4925,8.098,valspar.com//en/colors/browse-colors/independent-retailers/brown/valise-v086-6
2645,4008-2C,Muted Ebony,Black,,#4e5150,8.041,valspar.com//en/colors/browse-colors/lowes/black/muted-ebony-4008-2c
